id,name,country,marketcap,revenue,earnings,employees,dividends,pe_ratio
9949,Ni podatka,China,128368956378.95,83945881150.453,3909288824.9373,202818,9.99,66.5411
9956,NOF Corporation,Japan,3701044849.9504,1298983295.0301,284102772.80641,3879,0.78,
9959,Ni podatka,China,49913761615.396,20337218014.726,5705908981.9515,62987,1.66,9.23336
9962,Ni podatka,India,2813562511.203,1505478344.0643,219861844.58899,710,0.03,16.519
9965,President Chain Store (PSCS),Taiwan,7421016621.2805,9379048816.8361,466646911.1073,,1.6,22.2783
9984,China Steel,Taiwan,8639067598.5976,9224631217.9121,106087806.66184,Ni podatka,0.25,110.78913532412
9992,Procter &amp; Gamble India,India,4125838696.1135,434568227.92654,99785679.444313,439,0.11,51.8537
10000,E.SUN Bank,Taiwan,15157618773.236,2088312468.228,928882847.06235,10474,0.45,19.2302
10007,Ni podatka,India,15184027618.077,24550057903.404,2653163011.5795,35869,0.36,10.2538
10019,Ni podatka,China,56948498480.025,24941165653.938,10351145457.292,68716,1.58,4.44832
10023,Ni podatka,India,5595841507.0008,2582387486.6195,145984434.53896,33582,0.95,10.0809
10027,Fukuoka Financial Group,Japan,4914981297.9099,1582613792.0073,461459946.92826,7995,1.57,11.3154
10029,Ni podatka,China,9232720417.8808,37935008799.903,,131097,0.95,13.5622
10037,Info Edge,India,8539103679.7842,297879602.33344,205538594.5946,6065,2.01,107.749
10042,Ni podatka,India,7768812838.0639,43101224479.851,1704409363.8313,9065,1.53,10.5413
10044,UPL,India,5692709263.8574,4666023414.1526,108678719.25128,13054,0.13,695.19880499625
10048,Ni podatka,India,5822857370.0102,1584046166.6837,363327312.54101,27517,2.25,22.9473
10059,Ni podatka,Russia,9626762712.242,,Ni podatka,Ni podatka,0.03,8.85225
10066,Ni podatka,China,40040113644.975,33059865245.493,2212005541.352,278103,0.26,35.3927
10071,Ni podatka,China,28653276479.988,23176912608.203,4833538006.8398,72808,5.88,12.4792
10101,Ni podatka,India,10239785974.315,1802581756.0934,180288973.72305,10595,0.28,79.0124
10124,PTT Exploration and Production,Thailand,11761370600.158,7595540376.8206,3328761669.8992,Ni podatka,1.32,6.55457
10128,Havells India,India,9293048111.3776,2134961097.3937,196395456.779,7532,0.41,71.0398
10131,Mindray,China,35347474409.324,4230187657.8278,1490232966.4385,21667,1.74,27.3653
10143,Tokyu Fudosan Holdings,Japan,4953270597.2756,6421578564.1913,669054141.59381,21170,1.57,14.4364
10153,Ni podatka,India,13528785543.371,3580521806.7718,639209398.06366,3883,0.25,31.7689
10170,Ni podatka,Taiwan,8609701315.6835,6857745129.9485,884978655.5469,,1.08,17.296
10175,Gulf Development Public Company,Thailand,18573474855.45,3282271914.637,2577225718.9584,,1.57,8.54223
10177,Colgate-Palmolive India,India,6160064461.0901,596878729.00353,188846265.51843,2221,3.05,43.6842
10191,Japan Airport Terminal,Japan,2745442763.2927,1271995586.3571,158621235.97515,2660,2.59,2958.3082771122
10201,DLF,India,17768504548.509,934598827.62815,233242088.05084,2417,1.39,46.1135
10206,Ni podatka,India,3927159474.5077,4972782776.2601,488899638.3754,519,0.77,10.5815
10209,Rohto Pharmaceutical,Japan,3314063678.8729,1584409953.9367,244840811.4512,7259,0.2,
10213,Ni podatka,India,8947086015.7485,1865240531.7612,764736329.39649,17047,4.72,11.9328
10220,Ni podatka,Taiwan,22676612462.803,5430042264.6089,2297364334.2984,25373,1.56,10.9558
10222,Ni podatka,India,10597202651.242,1870529191.6148,278953494.62867,9434,0.67,48.3943
10227,MatsukiyoCocokara,Japan,7067563345.1378,5981141079.0232,476997713.96458,13371,0.91,
10230,Ni podatka,India,18293133924.988,15417571547.872,1172582800.4742,23591,0.31,47.3676
10234,Foshan Haitian Flavouring and Food,China,28805114589.464,3268262457.1325,932540102.18859,9010,3.39,
10239,InterGlobe Aviation (IndiGo),India,21197682222.776,7890303912.1365,1242661632.8931,26164,1.41,33.4167
10246,Mazda,Japan,3654537970.6831,28220557761.096,1783233061.552,48783,1.34,2.94455
10252,Uni-President Enterprises,Taiwan,12335157921.347,18313688307.769,1288604294.4789,Ni podatka,0.39,20.0458
10257,Ryohin Keikaku,Japan,9843676628.4777,3770567571.4606,350362471.5935,12071,3.1,20.3078
10259,Ni podatka,China,54603013030.275,8036169227.2208,3577497843.4849,26781,0.06,20.8829
10268,Mitsubishi Motors,Japan,3166172038.8886,16312016880.695,1061272056.632,28982,0.82,4.81631
10280,Midea,China,68054054060.824,51209284859.293,6073441709.6376,198432,0.29,13.8481
10281,Ni podatka,Russia,4043038295.307,,Ni podatka,357000,0.08,11.9642
10284,Ni podatka,China,82557223158.828,10246522428.415,4831216891.7596,7937,0.79,41.6492
10292,Taiyo Yuden,Japan,2205275200.9492,1887255909.1671,75113168.292689,21823,1.43,10.2362
10294,Ni podatka,India,11702028377.609,1169126449.4209,300270067.36445,15718,0.48,59.4766
10301,MFHC,Taiwan,17098728087.037,2065799263.0274,949678667.78016,10065,0.74,16.9061
10305,Capcom,Japan,9755214368.4858,889537407.78826,348824197.5404,3766,0.75,28.0966
10315,Bata India,India,1371278259.6076,350242411.70186,41402354.92909,4357,1.73,40.4918
10325,Delta Electronics,Taiwan,51800370407.957,12730611957.299,1765477815.9392,Ni podatka,0.28,40.8099
10326,Ni podatka,India,9258241333.4237,1233344856.8265,206296597.12076,2598,2.32,56.6746
10339,Formosa Chemicals &amp; Fibre,Taiwan,4937994511.5543,8672331943.3343,,Ni podatka,0.67,84.424265764081
10341,Ni podatka,India,10287413989.852,1415246126.7612,831263256.1928,29221,0.26,17.5115
10354,Koei Tecmo,Japan,3567399255.0478,494016896.29953,265353987.15925,2531,1.47,12.9323
10359,Fubon Financial,Taiwan,32158429532.006,9629603995.2071,4976462166.7731,41924,1.53,7.64984
10360,Jeju Air,S. Korea,326787316.84475,1010709427.8913,Ni podatka,Ni podatka,0.45,405.58873699975
10367,JFE Holdings,Japan,6811955072.686,30253326363.428,1713788039.155,62218,0.33,5.85616
10375,Ni podatka,India,5798643295.3604,3187795781.656,542186787.71472,15431,0.16,17.1212
10380,GAIL,India,11054681255.424,14320581042.664,1583839854.6696,4754,1.08,8.92209
10384,Rinnai Corporation,Japan,2975565354.0434,2514801030.7442,269006959.78534,10837,0.6,21.5065
10386,JSW Steel,India,24328402964.869,16754597606.443,678566430.92215,13301,0.89,57.8807
10406,Ni podatka,Japan,3020039783.579,5021643406.6846,287991282.94063,9574,0.08,16.1522
10424,Iida Group,Japan,3735737525.8269,8398799660.5038,325153106.22334,13366,1.0,16.0324
10431,Eicher Motors,India,16258549468.077,1926100266.8029,617193064.80372,4739,0.49,35.2174
10442,Ni podatka,Japan,3314597981.5778,16448184648.064,1715089919.1999,24234,1.77,4.94323
10444,Pigeon,Japan,1254333096.2715,554682902.16905,57308673.92813,3066,0.14,20.7821
10449,Ni podatka,India,6050621807.1935,1162600238.6701,159579659.50823,3931,0.85,48.43
10450,ALSOK,Japan,3189425097.3797,3047419734.1491,260723747.99943,64982,1.05,25.7418
10462,Ni podatka,India,9886591483.661,4045455653.5824,668310699.56815,9173,0.08,20.0523
10464,Cipla,India,12469808059.74,2750679418.1775,705752598.36054,25927,0.58,23.1685
10466,Mercari,Japan,2397624859.0721,1040871688.8299,105490826.14124,2080,,
10468,Ni podatka,Taiwan,9609545513.0957,7199521121.0821,48926793.338811,,0.47,
10483,SM Entertainment,S. Korea,1955802003.9491,644459397.21887,170061506.87003,,0.36,11.414
10485,Ni podatka,Japan,4251791039.02,14300969266.43,,29279,0.07,
10493,Ni podatka,Japan,4662554037.4469,13397574570.359,230387373.45231,76389,1.64,
10498,ABC-Mart,Japan,4220683918.0828,2068534078.7563,349744935.07218,9075,0.27,18.0913
10507,Ni podatka,India,12734451856.774,5362083894.1516,646023712.29887,148731,0.95,30.082
10518,Ni podatka,Taiwan,9003124223.4833,1708007105.053,754280177.03557,Ni podatka,0.42,18.2057
10524,Ni podatka,India,2531706765.3677,1448328067.8256,275327930.00352,75000,0.69,9.04508
10530,Ni podatka,Japan,8570132572.2912,2806978157.8043,344703575.89817,20252,2.04,39.5658
10533,T&amp;D Holdings,Japan,11255183829.409,13483212537.777,794931381.43873,20408,1.71,2247.2676475692
10539,Cathay Financial Holding,Taiwan,25303613640.724,9211737016.8045,3193743005.2388,53743,1.28,7.25863
10540,Advanced Info Service (AIS),Thailand,23129672761.905,5703977461.3268,1477839411.0107,Ni podatka,1.67,23.7566
10550,Ni podatka,S. Korea,297170225.88346,234623606.32503,67279276.422286,Ni podatka,0.0,15.8606
10555,GLP J-REIT,Japan,3838859152.9763,311708465.95027,156277851.89426,Ni podatka,0.59,25.1375
10558,Ni podatka,Japan,2479685977.8736,3696125448.6721,235862121.64128,6042,0.45,9.45838
10559,Ni podatka,Japan,6547286548.4959,3208612591.7635,404289426.4549,21972,0.33,30.8673
10563,Ni podatka,Japan,1420794818.3107,326257160.45645,,1349,0.85,89.6504
10564,Ni podatka,Japan,2556324493.9209,3290214536.6167,647929424.86465,16844,0.38,9.06248
10578,Nomura Real Estate Master Fund,Japan,4356306052.1081,494172132.64739,200229150.91133,Ni podatka,0.86,24.4772
10587,Ni podatka,Thailand,10402441937.827,25223627872.028,1380712307.6582,Ni podatka,1.12,16.2846
10589,YG Entertainment,S. Korea,1159752995.3213,237187613.67903,30315475.946403,Ni podatka,0.2,170.933
10591,Yamaha Motor,Japan,6086670789.4093,14400985633.879,1512176497.196,54206,1.42,4.98805
10594,Nippon Shinyaku,Japan,1226957508.7125,867934416.30359,198102461.33792,2213,1.03,6.24151
10598,Ni podatka,Japan,3528231790.4844,1840248373.0856,,4980,2.35,888.07062065363
10599,Ni podatka,Japan,1922252986.0106,3516382581.0809,222782509.68981,28412,0.97,17.1603
10603,Toyo Suisan,Japan,5898653375.243,2857450277.6174,429246124.31633,4738,2.02,23.0076
10607,SBI Card,India,7425999082.3735,1536947069.036,254186939.7738,3907,0.01,37.9428
10610,ICICI Prulife,India,8429903549.0099,7043883548.3545,142241529.40977,19975,1.59,76.4852
10615,Divis Laboratories,India,15809858333.222,966777177.43485,306083133.0651,16543,0.01,75.9623
10622,Hitachi Construction Machinery,Japan,5673104608.5647,8211548898.6574,933259562.21342,26230,1.53,10.3371
10624,Toppan,Japan,6427435512.671,9803865928.9661,772465385.66327,53712,1.22,27.2847
10627,JYP Entertainment,S. Korea,1482507755.8569,446212225.91846,170424662.88257,416,0.68,16.5725
10631,Ni podatka,Japan,1129081306.1516,306365269.31384,175479726.05705,736,1.51,9.70685
10637,Wemade,S. Korea,581551966.74499,392517367.14806,206950963.14335,Ni podatka,2.44,1723.2866244829
10640,Ni podatka,Japan,11947024560.735,15577213945.151,1068852081.8937,19813,0.8,25.118
10645,Webzen,S. Korea,255958641.77545,113759728.38116,34152082.178831,,0.98,12.6308
10648,Ni podatka,India,14614940843.565,1224411921.2482,253626788.75446,1247,0.83,78.1889
10649,Ni podatka,Japan,7091026880.8027,2081376531.8451,112319700.87695,4770,0.3,22.9975
10650,Ni podatka,Japan,7977091337.7106,9660290958.3418,904455466.21919,36500,0.66,13.7867
10652,Kobe Bussan,Japan,5309131670.5839,2801686750.2986,199952501.40178,1629,0.29,44.9048
10654,Ni podatka,Japan,4222152487.594,1723267306.1247,507765764.52661,5404,1.07,10.2428
10664,Tokyo Century,Japan,5264697887.1136,7863897775.5485,691816486.3795,7876,0.88,21.0933
10671,Ni podatka,Japan,5294503980.2235,4469884550.222,157098378.92258,7720,1.41,154.853
10674,Hulic,Japan,6990952689.3235,2688066439.5663,857896124.61209,2828,0.88,14.8913
10675,Ni podatka,Japan,7017512892.2802,50977702207.502,1917523701.1874,13991,1.03,3.22825
10676,Ni podatka,Japan,6057142151.7755,10118860942.269,647692174.35646,18814,1.07,12.466
10679,Ni podatka,Japan,6774526383.6936,7340833754.7973,651264635.97977,26929,0.67,13.9139
10680,Godrej,India,12347645378.299,1469413710.1669,296830363.24573,13000,0.64,64.8134
10683,Ecopro,S. Korea,4184998757.3801,1826972841.8913,,,3.62,3114.2341074944
10685,Ni podatka,Japan,9372199252.4857,4511919477.5304,1049006976.2087,14600,0.47,14.4279
10688,Ni podatka,Japan,4904537963.9285,2736243474.1917,419555682.98185,22608,1.11,10.3838
10691,AGC,Japan,5729338474.3097,11679361878.602,Ni podatka,53687,0.04,2698.0007881272
10692,Dai Nippon Printing,Japan,6484203681.121,8333837868.458,849934100.33727,36911,0.57,8.16418
10693,Adani Ports & SEZ,India,27544057566.262,3279738425.2356,1617551695.8332,3118,0.2,24.0914
10701,Pidilite,India,15070417521.107,1352035851.5809,298567345.30568,7310,0.41,64.339
10707,Dentsu,Japan,4420180069.4168,7881200421.7072,388767932.91914,67667,5.94,50.0029
10711,TOTO,Japan,3696845228.1714,4106409038.3374,318047581.97808,33386,0.21,17.5155
10713,Obayashi,Japan,9802592542.9641,13589528597.414,642757021.18611,16986,0.27,29.236
10714,Isuzu,Japan,7969551558.5289,19811478663.03,1801262387.1744,45034,0.41,8.0431
10717,Severstal,Russia,9470972444.4021,,Ni podatka,,0.02,3.45878
10722,Tsuruha Holdings,Japan,646717806.21883,5869893543.1702,240786996.81127,11620,0.18,
10723,Jingdong Mall,China,36909173479.566,150682430125.38,5938628604.9843,570895,1.4,8.1763
10726,ZOZO,Japan,7073269701.2128,1154315880.8871,354486519.23585,1693,1.58,
10730,Lion Corp,Japan,2536633328.6992,2327720288.4362,174127312.51037,7654,0.22,
10731,Ni podatka,Japan,2714114478.6309,1250537470.1394,283093815.77158,6395,0.32,
10735,Ni podatka,Japan,1895170311.1838,1795552900.5918,136134684.19898,8130,0.28,
10742,KOBAYASHI Pharmaceutical,Japan,2304800014.4665,926783105.54937,78828836.720943,3615,1.21,
10750,Japan Real Estate Investment,Japan,5298874197.9653,500608307.25855,231453715.98911,,1.01,23.7383
10756,Ni podatka,Japan,3064113866.1578,3717911714.8896,433120930.45008,18384,1.2,12.7326
10758,Workman,Japan,2533090709.25,779257058.3202,139750827.32379,381,0.93,21.6417
10762,Ni podatka,Japan,4176972970.104,351004452.62566,143649615.45837,Ni podatka,0.35,9.84685
10767,SBI Life Insurance,India,17580072705.669,12212511488.69,258241610.91375,20787,0.62,79.6159
10776,Ni podatka,India,10259337375.862,1922142007.5888,206694013.13448,6451,1.35,86.2591
10780,Nissan Chemical,Japan,4121790154.0878,1321985779.2986,302033600.92533,3137,0.13,14.8145
10781,Indian Oil,India,18274525243.046,75682381870.317,2097054672.3843,31254,1.35,14.9205
10782,Ni podatka,Japan,5957599591.5776,8198917821.2109,479491842.05067,83886,0.27,21.7453
10784,Ni podatka,India,17206007261.258,3291291885.1789,1457771615.3181,3492,0.58,0.710002
10792,Ni podatka,India,12997802200.011,44040286995.925,2325980000.2861,8594,0.8,8.08614
10793,Asahi Intecc,Japan,3962172471.9737,612221458.99211,126534175.36759,9371,0.75,37.725
10794,Ni podatka,Japan,3026806158.6511,1765606531.6201,194871743.22641,3744,0.22,15.4325
10795,Ni podatka,Japan,8803487887.0764,14409249086.21,468887515.18464,48140,0.02,22.4351
10796,McDonald's Japan,Japan,5071526356.4009,2281339465.4172,252439679.71349,2517,0.46,31.717
10799,Dabur,India,8977309687.7393,1251912424.1974,243910652.41909,5319,1.41,45.3237
10804,Bajaj Auto,India,23412881780.357,5063055356.127,1066890696.826,6192,0.67,30.1938
10806,Sumitomo Metal Mining,Japan,6380439745.7563,8456908627.5035,565331988.01363,7496,0.22,13.9549
10810,Ni podatka,Japan,8967583028.4445,15925282372.205,705874221.36474,19092,0.34,16.6126
10812,Ni podatka,Russia,7563504867.2368,,Ni podatka,Ni podatka,0.66,2.22451
10813,Ni podatka,Japan,8129669195.9837,12022220358.155,1346469436.4762,41225,0.49,1729.8559797096
10816,Ni podatka,India,13625357944.757,1803806600.8127,309599922.18649,4467,1.8,63.4598
10821,Airports of Thailand,Thailand,13603622017.616,1743421885.8264,679919700.96886,Ni podatka,2.04,29.5966
10828,Mitsubishi Heavy Industries,Japan,73383130015.513,27192401102.989,2029142785.0401,77697,1.26,63.952
10830,Ni podatka,Taiwan,10727420994.68,17321022428.54,,Ni podatka,1.47,112.61262388706
10831,Doosan,S. Korea,5572294495.13,11457725091.016,284409399.81699,1973,0.71,326.409
10832,Ni podatka,S. Korea,1201868867.0215,5059074681.4506,300349721.8672,7622,1.35,3.56748
10838,Ni podatka,Japan,10665955991.623,28724466324.847,865484714.87403,115140,0.39,24.7694
10840,Ni podatka,Japan,19800068294.264,4490892122.5856,1297914449.8003,19721,0.03,21.1128
10849,Coal India,India,22434694264.99,12625740328.433,4564973857.5697,248550,0.13,6.48557
10850,Ni podatka,Japan,32584386895.774,42396896285.577,3326106519.8076,Ni podatka,0.21,11.2213
10852,Titan Company,India,31264834064.764,6317923795.751,606106528.42104,8680,0.24,87.1737
10860,Ni podatka,Japan,9609729000.2406,12174615879.563,1240134957.8059,21159,0.55,12.1973
10868,GMO Payment Gateway,Japan,3752666916.9812,402146811.97644,141719920.89176,853,0.84,38.2234
10869,Ni podatka,Japan,6686129766.7204,25646456799.204,1701403048.7275,66358,0.55,8.46029
10870,Ni podatka,Japan,13368615585.755,5353820678.2154,829273606.62413,25300,0.06,20.6203
10872,Yamaha,Japan,2581124359.7749,2706874430.778,221020689.12899,20027,1.19,16.5253
10880,Ni podatka,Japan,7163006655.9388,551367746.85862,265238359.65526,Ni podatka,1.39,0.0
10886,MediaTek,Taiwan,61332766011.107,15544256484.375,3321421464.6459,Ni podatka,1.08,20.8081
10888,Welcia Holdings,Japan,3132123388.5098,7056056142.1917,202483458.98914,16611,0.41,24.0894
10890,Lasertec,Japan,8222294440.1093,1212355500.5055,465584851.07064,1017,1.91,67.6076
10893,Tokyu,Japan,6181294326.0454,6056909856.9765,552607823.57442,23583,0.64,16.569
10895,Kintetsu GHD,Japan,3278050892.3483,9530150308.8782,452846982.63097,44318,0.84,12.0672
10896,Ni podatka,India,24869387663.357,4622745888.5923,2738299114.5182,8536,0.29,16.4754
10902,Ni podatka,Japan,18979719291.186,51862770259.383,4693603032.0096,113639,0.16,4.85824
10903,Ni podatka,India,30863430395.038,18765396519.651,4006561533.2949,15786,0.98,14.073
10905,Bajaj Finserv,India,29667216905.21,12515568002.461,5076552760.2279,92079,0.21,31.9324
10910,Ni podatka,Japan,4641104061.4055,4288223104.5781,456619008.76117,16509,1.04,13.1092
10913,Yaskawa,Japan,4467426194.7161,3126017592.5116,359879899.92201,12833,1.5,19.0766
10916,Ni podatka,Japan,24418162214.291,59600588989.119,3112332677.4287,69517,0.51,11.5638
10917,Samyang Foods,S. Korea,7188233632.6625,1224452320.6416,360785220.45326,1994,1.94,37.2116
10924,Ni podatka,Japan,19087790471.841,25738413719.783,1561074083.8838,293266,1.84,39.1888
10925,Odakyu Electric Railway,Japan,3388436368.63,2393685867.6826,608525284.50453,11661,0.5,12.2179
10931,Ni podatka,Japan,22811219946.638,8418896573.7715,907538866.32562,34860,1.3,41.2265
10933,Yakult,Japan,4101617544.204,2945288983.3189,473047535.82823,29627,1.21,13.8749
10935,Inpex,Japan,17558131318.731,12960557630.26,7275830711.1406,3679,0.57,7.34618
10938,Ni podatka,Japan,18616498575.213,8272370532.2953,2046769555.6486,21585,0.59,11.735
10948,Ni podatka,India,28564470762.628,60733855000.246,6664820720.0503,27165,0.14,7.3165
10952,Ni podatka,Japan,8949910574.694,21096339921.335,2965751262.3692,28374,0.97,4.23363
10962,Makita,Japan,7743264308.9601,4333721872.176,374286230.41928,17641,1.49,28.3356
10967,Monotaro,Japan,7371706939.8815,1532451805.7158,187813326.48277,1432,1.14,53.4936
10970,Otsuka,Japan,6695427401.7243,5818137644.5838,380170385.62238,9680,0.13,22.0852
10971,Ni podatka,India,16163330356.437,9321488581.1408,195181796.23711,32448,0.43,85.3119
10983,Ni podatka,India,36122559404.61,7951104351.6811,1025170580.3859,21942,0.95,59.353
10988,Ni podatka,Japan,11522721561.035,15559970701.552,1468880420.7015,15504,1.76,
